央,#genre#
纪实科教 8M,http://tv.328326.com/iptv/tvzb88.php?id=dajs8m/8000000
茶频道 8M,http://tv.328326.com/iptv/tvzb88.php?id=cpdhdavs8m/8000000
足球高清 8M,http://tv.328326.com/iptv/tvzb88.php?id=zqpd8m/8000000
炫动卡通 8M,http://tv.328326.com/iptv/tvzb88.php?id=hhxd8m/8000000
东方财经 8M,http://tv.328326.com/iptv/tvzb88.php?id=dfcjhd8m/8000000
都市剧场 8M,http://tv.328326.com/iptv/tvzb88.php?id=dsjc8m/8000000
动漫秀场 8M,http://tv.328326.com/iptv/tvzb88.php?id=dmxc8m/8000000
法治天地 8M,http://tv.328326.com/iptv/tvzb88.php?id=fztd8m/8000000
金色学堂 8M,http://tv.328326.com/iptv/tvzb88.php?id=jingsepd8m/8000000
魅力足球 8M,http://tv.328326.com/iptv/tvzb88.php?id=mlyyhd8m/8000000


京,#genre#

津,#genre#

沪,#genre#

渝,#genre#

冀,#genre#

豫,#genre#
河南卫视移动,http://39.165.35.152:9901/tsfile/live/1105_1.m3u8
都市频道移动,http://39.165.35.152:9901/tsfile/live/1106_1.m3u8
民生频道移动,http://39.165.35.152:9901/tsfile/live/1109_1.m3u8
法治频道移动,http://39.165.35.152:9901/tsfile/live/1110_1.m3u8
电视剧频移动,http://39.165.35.152:9901/tsfile/live/1111_1.m3u8
新闻频道移动,http://39.165.35.152:9901/tsfile/live/1112_1.m3u8
公共频道移动,http://39.165.35.152:9901/tsfile/live/1114_1.m3u8
乡村频道移动,http://39.165.35.152:9901/tsfile/live/1115_1.m3u8
国际频道移动,http://39.165.35.152:9901/tsfile/live/1067_1.m3u8
晴彩中原移动,http://39.165.35.152:9901/tsfile/live/1117_1.m3u8
移动戏曲移动,http://39.165.35.152:9901/tsfile/live/1118_1.m3u8
文物宝库移动,http://39.165.35.152:9901/tsfile/live/1119_1.m3u8
梨园频道移动,http://39.165.35.152:9901/tsfile/live/1120_1.m3u8
武术世界移动,http://39.165.35.152:9901/tsfile/live/1121_1.m3u8
美食汇移动,http://39.165.35.152:9901/tsfile/live/1071_1.m3u8
棋牌汇移动,http://39.165.35.152:9901/tsfile/live/1123_1.m3u8
调解剧场移动,http://39.165.35.152:9901/tsfile/live/1072_1.m3u8
风尚河南移动,http://39.165.35.152:9901/tsfile/live/1125_1.m3u8
国学频道移动,http://39.165.35.152:9901/tsfile/live/1074_1.m3u8

云,#genre#

辽,#genre#

黑,#genre#

湘,#genre#

皖,#genre#

鲁,#genre#

新,#genre#

苏,#genre#

浙,#genre#

赣,#genre#

鄂,#genre#

桂,#genre#
CCTV-1,http://gxdl-lhs.8866.org:85/tsfile/live/1012_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-2,http://gxdl-lhs.8866.org:85/tsfile/live/1013_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-3,http://gxdl-lhs.8866.org:85/tsfile/live/1014_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-4,http://gxdl-lhs.8866.org:85/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-5高清,http://gxdl-lhs.8866.org:85/tsfile/live/1016_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-6高清,http://gxdl-lhs.8866.org:85/tsfile/live/1017_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-7高清,http://gxdl-lhs.8866.org:85/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-8高清,http://gxdl-lhs.8866.org:85/tsfile/live/1019_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-9高清,http://gxdl-lhs.8866.org:85/tsfile/live/1020_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-10高清,http://gxdl-lhs.8866.org:85/tsfile/live/0010_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-11高清,http://gxdl-lhs.8866.org:85/tsfile/live/1022_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-12高清,http://gxdl-lhs.8866.org:85/tsfile/live/0012_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-13高清,http://gxdl-lhs.8866.org:85/tsfile/live/1024_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-14高清,http://gxdl-lhs.8866.org:85/tsfile/live/1026_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-15,http://gxdl-lhs.8866.org:85/tsfile/live/1025_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-17高清,http://gxdl-lhs.8866.org:85/tsfile/live/1029_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-5+高清,http://gxdl-lhs.8866.org:85/tsfile/live/1028_1.m3u8?key=txiptv&playlive=0&authid=0
CGTN,http://gxdl-lhs.8866.org:85/tsfile/live/1087_1.m3u8?key=txiptv&playlive=0&authid=0
CETV-1,http://gxdl-lhs.8866.org:85/tsfile/live/1055_1.m3u8?key=txiptv&playlive=0&authid=0
CETV-4,http://gxdl-lhs.8866.org:85/tsfile/live/1076_1.m3u8?key=txiptv&playlive=0&authid=0
茂名综合,http://gxdl-lhs.8866.org:85/tsfile/live/1070_1.m3u8?key=txiptv&playlive=0&authid=0
茂名文化生活,http://gxdl-lhs.8866.org:85/tsfile/live/1071_1.m3u8?key=txiptv&playlive=0&authid=0
广州综合,http://gxdl-lhs.8866.org:85/tsfile/live/1031_1.m3u8?key=txiptv&playlive=0&authid=0
广东卫视高清,http://gxdl-lhs.8866.org:85/tsfile/live/1070_1.m3u8?key=txiptv&playlive=0&authid=0
广东珠江高清,http://gxdl-lhs.8866.org:85/tsfile/live/1000_1.m3u8?key=txiptv&playlive=0&authid=0
广东经济科教高清,http://gxdl-lhs.8866.org:85/tsfile/live/1003_1.m3u8?key=txiptv&playlive=0&authid=0
广东新闻高清,http://gxdl-lhs.8866.org:85/tsfile/live/1004_1.m3u8?key=txiptv&playlive=0&authid=0
大湾区卫视高清,http://gxdl-lhs.8866.org:85/tsfile/live/1002_1.m3u8?key=txiptv&playlive=0&authid=0
广东体育高清,http://gxdl-lhs.8866.org:85/tsfile/live/1010_1.m3u8?key=txiptv&playlive=0&authid=0
广东影视高清,http://gxdl-lhs.8866.org:85/tsfile/live/1008_1.m3u8?key=txiptv&playlive=0&authid=0
广东少儿高清,http://gxdl-lhs.8866.org:85/tsfile/live/1009_1.m3u8?key=txiptv&playlive=0&authid=0
广东民生高清,http://gxdl-lhs.8866.org:85/tsfile/live/1007_1.m3u8?key=txiptv&playlive=0&authid=0
嘉佳卡通高清,http://gxdl-lhs.8866.org:85/tsfile/live/1068_1.m3u8?key=txiptv&playlive=0&authid=0
广东珠江,http://gxdl-lhs.8866.org:85/tsfile/live/1060_1.m3u8?key=txiptv&playlive=0&authid=0
广东体育,http://gxdl-lhs.8866.org:85/tsfile/live/1001_1.m3u8?key=txiptv&playlive=0&authid=0
嘉佳卡通,http://gxdl-lhs.8866.org:85/tsfile/live/1006_1.m3u8?key=txiptv&playlive=0&authid=0
岭南戏曲,http://gxdl-lhs.8866.org:85/tsfile/live/1005_1.m3u8?key=txiptv&playlive=0&authid=0
深圳卫视高清,http://gxdl-lhs.8866.org:85/tsfile/live/1036_1.m3u8?key=txiptv&playlive=0&authid=0
深圳电视剧高清,http://gxdl-lhs.8866.org:85/tsfile/live/1113_1.m3u8?key=txiptv&playlive=0&authid=0
喜粤电视,http://gxdl-lhs.8866.org:85/tsfile/live/1109_1.m3u8?key=txiptv&playlive=0&authid=0
玉林新闻综合,http://gxdl-lhs.8866.org:85/tsfile/live/1078_1.m3u8?key=txiptv&playlive=0&authid=0
玉林公共,http://gxdl-lhs.8866.org:85/tsfile/live/1077_1.m3u8?key=txiptv&playlive=0&authid=0
广西卫视高清,http://gxdl-lhs.8866.org:85/tsfile/live/1030_1.m3u8?key=txiptv&playlive=0&authid=0
广西综艺旅游高清,http://gxdl-lhs.8866.org:85/tsfile/live/1049_1.m3u8?key=txiptv&playlive=0&authid=0
广西都市高清,http://gxdl-lhs.8866.org:85/tsfile/live/1051_1.m3u8?key=txiptv&playlive=0&authid=0
广西新闻高清,http://gxdl-lhs.8866.org:85/tsfile/live/1052_1.m3u8?key=txiptv&playlive=0&authid=0
广西影视高清,http://gxdl-lhs.8866.org:85/tsfile/live/1054_1.m3u8?key=txiptv&playlive=0&authid=0
江苏卫视高清,http://gxdl-lhs.8866.org:85/tsfile/live/1011_1.m3u8?key=txiptv&playlive=0&authid=0
湖南卫视高清,http://gxdl-lhs.8866.org:85/tsfile/live/1032_1.m3u8?key=txiptv&playlive=0&authid=0
北京卫视高清,http://gxdl-lhs.8866.org:85/tsfile/live/1027_1.m3u8?key=txiptv&playlive=0&authid=0
东方卫视高清,http://gxdl-lhs.8866.org:85/tsfile/live/1033_1.m3u8?key=txiptv&playlive=0&authid=0
浙江卫视高清,http://gxdl-lhs.8866.org:85/tsfile/live/1034_1.m3u8?key=txiptv&playlive=0&authid=0
安徽卫视高清,http://gxdl-lhs.8866.org:85/tsfile/live/1045_1.m3u8?key=txiptv&playlive=0&authid=0
甘肃卫视高清,http://gxdl-lhs.8866.org:85/tsfile/live/1046_1.m3u8?key=txiptv&playlive=0&authid=0
天津卫视高清,http://gxdl-lhs.8866.org:85/tsfile/live/1037_1.m3u8?key=txiptv&playlive=0&authid=0
湖北卫视高清,http://gxdl-lhs.8866.org:85/tsfile/live/1038_1.m3u8?key=txiptv&playlive=0&authid=0
黑龙江卫视高清,http://gxdl-lhs.8866.org:85/tsfile/live/1040_1.m3u8?key=txiptv&playlive=0&authid=0
山东卫视高清,http://gxdl-lhs.8866.org:85/tsfile/live/1039_1.m3u8?key=txiptv&playlive=0&authid=0
河北卫视高清,http://gxdl-lhs.8866.org:85/tsfile/live/1041_1.m3u8?key=txiptv&playlive=0&authid=0
贵州卫视高清,http://gxdl-lhs.8866.org:85/tsfile/live/1042_1.m3u8?key=txiptv&playlive=0&authid=0
福建东南卫视高清,http://gxdl-lhs.8866.org:85/tsfile/live/1043_1.m3u8?key=txiptv&playlive=0&authid=0
辽宁卫视高清,http://gxdl-lhs.8866.org:85/tsfile/live/1044_1.m3u8?key=txiptv&playlive=0&authid=0
江西卫视高清,http://gxdl-lhs.8866.org:85/tsfile/live/1047_1.m3u8?key=txiptv&playlive=0&authid=0
四川卫视高清,http://gxdl-lhs.8866.org:85/tsfile/live/1048_1.m3u8?key=txiptv&playlive=0&authid=0
重庆卫视高清,http://gxdl-lhs.8866.org:85/tsfile/live/1050_1.m3u8?key=txiptv&playlive=0&authid=0
河南卫视高清,http://gxdl-lhs.8866.org:85/tsfile/live/1015_1.m3u8?key=txiptv&playlive=0&authid=0
云南卫视高清,http://gxdl-lhs.8866.org:85/tsfile/live/1092_1.m3u8?key=txiptv&playlive=0&authid=0
吉林卫视高清,http://gxdl-lhs.8866.org:85/tsfile/live/1059_1.m3u8?key=txiptv&playlive=0&authid=0
海南卫视高清,http://gxdl-lhs.8866.org:85/tsfile/live/1072_1.m3u8?key=txiptv&playlive=0&authid=0
金鹰卡通,http://gxdl-lhs.8866.org:85/tsfile/live/1093_1.m3u8?key=txiptv&playlive=0&authid=0
金鹰卡通,http://gxdl-lhs.8866.org:85/tsfile/live/1085_1.m3u8?key=txiptv&playlive=0&authid=0
哈哈炫动,http://gxdl-lhs.8866.org:85/tsfile/live/1095_1.m3u8?key=txiptv&playlive=0&authid=0
卡酷少儿,http://gxdl-lhs.8866.org:85/tsfile/live/1091_1.m3u8?key=txiptv&playlive=0&authid=0
上海纪实人文高清,http://gxdl-lhs.8866.org:85/tsfile/live/1058_1.m3u8?key=txiptv&playlive=0&authid=0
内蒙古卫视,http://gxdl-lhs.8866.org:85/tsfile/live/0109_1.m3u8?key=txiptv&playlive=0&authid=0
西藏卫视,http://gxdl-lhs.8866.org:85/tsfile/live/0111_1.m3u8?key=txiptv&playlive=0&authid=0
新疆卫视,http://gxdl-lhs.8866.org:85/tsfile/live/0110_1.m3u8?key=txiptv&playlive=0&authid=0
新动漫,http://gxdl-lhs.8866.org:85/tsfile/live/1063_1.m3u8?key=txiptv&playlive=0&authid=0
先锋乒羽,http://gxdl-lhs.8866.org:85/tsfile/live/1064_1.m3u8?key=txiptv&playlive=0&authid=0
中国天气,http://gxdl-lhs.8866.org:85/tsfile/live/1137_1.m3u8?key=txiptv&playlive=0&authid=0
茶频道高清,http://gxdl-lhs.8866.org:85/tsfile/live/1097_1.m3u8?key=txiptv&playlive=0&authid=0
快乐垂钓高清,http://gxdl-lhs.8866.org:85/tsfile/live/1096_1.m3u8?key=txiptv&playlive=0&authid=0
风云足球高清,http://gxdl-lhs.8866.org:85/tsfile/live/1100_1.m3u8?key=txiptv&playlive=0&authid=0
风云剧场高清,http://gxdl-lhs.8866.org:85/tsfile/live/1106_1.m3u8?key=txiptv&playlive=0&authid=0
风云音乐高清,http://gxdl-lhs.8866.org:85/tsfile/live/1110_1.m3u8?key=txiptv&playlive=0&authid=0
怀旧剧场高清,http://gxdl-lhs.8866.org:85/tsfile/live/1105_1.m3u8?key=txiptv&playlive=0&authid=0
央视文化精品高清,http://gxdl-lhs.8866.org:85/tsfile/live/1107_1.m3u8?key=txiptv&playlive=0&authid=0
电视指南高清,http://gxdl-lhs.8866.org:85/tsfile/live/1099_1.m3u8?key=txiptv&playlive=0&authid=0
第一剧场高清,http://gxdl-lhs.8866.org:85/tsfile/live/1108_1.m3u8?key=txiptv&playlive=0&authid=0
世界地理高清,http://gxdl-lhs.8866.org:85/tsfile/live/1104_1.m3u8?key=txiptv&playlive=0&authid=0
央视台球高清,http://gxdl-lhs.8866.org:85/tsfile/live/1101_1.m3u8?key=txiptv&playlive=0&authid=0
女性时尚高清,http://gxdl-lhs.8866.org:85/tsfile/live/1103_1.m3u8?key=txiptv&playlive=0&authid=0
兵器科技高清,http://gxdl-lhs.8866.org:85/tsfile/live/1098_1.m3u8?key=txiptv&playlive=0&authid=0
高尔夫网球高清,http://gxdl-lhs.8866.org:85/tsfile/live/1102_1.m3u8?key=txiptv&playlive=0&authid=0
早期教育高清,http://gxdl-lhs.8866.org:85/tsfile/live/1079_1.m3u8?key=txiptv&playlive=0&authid=0
CHC家庭影院高清,http://gxdl-lhs.8866.org:85/tsfile/live/1056_1.m3u8?key=txiptv&playlive=0&authid=0
CHC高清电影高清,http://gxdl-lhs.8866.org:85/tsfile/live/1067_1.m3u8?key=txiptv&playlive=0&authid=0
CHC动作电影高清,http://gxdl-lhs.8866.org:85/tsfile/live/1066_1.m3u8?key=txiptv&playlive=0&authid=0
龙祥时代,http://gxdl-lhs.8866.org:85/tsfile/live/1081_1.m3u8?key=txiptv&playlive=0&authid=0
TVB 星河,http://gxdl-lhs.8866.org:85/tsfile/live/1073_1.m3u8?key=txiptv&playlive=0&authid=0
华数电视剧,http://gxdl-lhs.8866.org:85/tsfile/live/1089_1.m3u8?key=txiptv&playlive=0&authid=0
戏曲,http://gxdl-lhs.8866.org:85/tsfile/live/1074_1.m3u8?key=txiptv&playlive=0&authid=0
点歌台,http://gxdl-lhs.8866.org:85/tsfile/live/1075_1.m3u8?key=txiptv&playlive=0&authid=0
点歌台,http://gxdl-lhs.8866.org:85/tsfile/live/1080_1.m3u8?key=txiptv&playlive=0&authid=0
足球,http://gxdl-lhs.8866.org:85/tsfile/live/1018_1.m3u8?key=txiptv&playlive=0&authid=0
体育,http://gxdl-lhs.8866.org:85/tsfile/live/1061_1.m3u8?key=txiptv&playlive=0&authid=0
游戏电竞,http://gxdl-lhs.8866.org:85/tsfile/live/1021_1.m3u8?key=txiptv&playlive=0&authid=0
凤凰卫视高清,http://gxdl-lhs.8866.org:85/tsfile/live/1083_1.m3u8?key=txiptv&playlive=0&authid=0
凤凰资讯高清,http://gxdl-lhs.8866.org:85/tsfile/live/1082_1.m3u8?key=txiptv&playlive=0&authid=0
凤凰香港台高清,http://gxdl-lhs.8866.org:85/tsfile/live/1084_1.m3u8?key=txiptv&playlive=0&authid=0
E686FE0B5A362A95146068F05D40635C7A2487C2FF75B87C7F02A1637BE56BFE



甘,#genre#

晋,#genre#


蒙,#genre#

陕,#genre#

吉,#genre#

闽,#genre#

贵,#genre#

青,#genre#

藏,#genre#

川,#genre#

宁,#genre#

琼,#genre#

网络,#genre#
外,#genre#
